,0
0,5.0
1,3.333333333333333
2,2.6666666666666665
3,3.6666666666666665
4,3.333333333333333
5,4.333333333333333
6,5.0
7,3.0
8,3.0
9,3.6666666666666665
10,4.0
11,2.0
12,4.333333333333333
13,3.0
14,4.0
15,4.333333333333333
16,1.6666666666666667
17,4.333333333333333
18,3.6666666666666665
19,3.6666666666666665
20,3.0
21,4.0
22,5.0
23,2.6666666666666665
24,3.333333333333333
25,4.333333333333333
26,5.0
27,1.6666666666666667
28,4.333333333333333
29,3.0
30,3.333333333333333
31,1.6666666666666667
32,3.6666666666666665
33,3.0
34,3.6666666666666665
35,0.6666666666666666
36,3.6666666666666665
37,4.666666666666667
38,3.333333333333333
39,3.333333333333333
40,4.666666666666667
41,2.6666666666666665
42,3.0
43,2.333333333333333
44,2.6666666666666665
45,2.6666666666666665
46,3.333333333333333
47,4.333333333333333
48,4.666666666666667
49,1.3333333333333333
50,3.333333333333333
51,2.333333333333333
52,4.333333333333333
53,4.0
54,3.6666666666666665
55,2.6666666666666665
56,2.6666666666666665
57,4.333333333333333
58,3.0
59,0.6666666666666666
60,1.6666666666666667
61,3.333333333333333
62,3.0
63,3.0
64,2.6666666666666665
65,2.6666666666666665
66,4.666666666666667
67,3.0
