,0
0,5.0
1,2.75
2,3.5
3,4.5
4,4.25
5,4.0
6,5.0
7,2.25
8,3.5
9,4.25
10,4.0
11,2.5
12,4.25
13,4.0
14,4.5
15,4.0
16,2.5
17,4.5
18,4.25
19,2.5
20,2.5
21,4.0
22,4.5
23,2.25
24,2.5
25,5.0
26,5.0
27,4.5
28,3.25
29,3.0
30,1.25
31,3.25
32,3.25
33,2.0
34,2.75
35,3.5
36,3.0
37,4.75
38,3.5
39,2.75
40,4.0
41,1.75
42,3.25
43,3.75
44,3.25
45,2.5
46,3.75
47,4.25
48,4.5
49,1.75
50,3.75
51,2.25
52,4.0
53,5.0
54,4.25
55,4.25
56,3.25
57,4.0
58,2.5
59,1.0
60,2.5
61,4.25
62,2.5
63,3.5
64,1.25
65,2.0
66,3.75
67,3.5
