,0
0,5.0
1,2.6
2,3.8
3,4.6
4,4.8
5,4.2
6,5.0
7,2.8
8,3.4
9,3.4
10,3.6
11,3.0
12,4.6
13,4.4
14,4.6
15,3.8
16,1.0
17,4.4
18,4.2
19,5.0
20,3.0
21,4.6
22,4.0
23,2.0
24,4.0
25,4.4
26,5.0
27,3.0
28,4.4
29,2.2
30,1.0
31,2.4
32,4.0
33,2.0
34,4.8
35,2.8
36,4.4
37,4.6
38,3.4
39,4.2
40,4.4
41,3.0
42,3.4
43,2.8
44,3.0
45,2.4
46,3.8
47,4.0
48,4.6
49,3.2
50,3.2
51,2.6
52,5.0
53,5.0
54,3.4
55,1.6
56,2.4
57,4.4
58,3.0
59,2.2
60,0.8
61,3.8
62,2.2
63,4.0
64,4.6
65,3.2
66,3.4
67,1.8
