,0
0,2.65
1,2.1
2,2.5
3,2.4
4,3.0
5,2.4
6,4.5
7,2.35
8,2.9
9,2.5
10,2.5
11,2.5
12,2.35
13,2.75
14,2.4
15,2.5
16,3.3
17,2.75
18,2.3
19,2.3
20,3.15
21,2.75
22,2.4
23,3.1
24,2.3
25,2.75
26,4.5
27,2.5
28,2.75
29,2.75
30,3.3
31,2.25
32,2.4
33,2.95
34,3.9
35,3.3
36,2.1
37,2.4
38,2.55
39,4.0
40,2.65
41,4.0
42,2.65
43,2.2
44,2.65
45,2.3
46,2.65
47,2.4
48,2.3
49,2.95
50,2.3
51,2.6
52,3.4
53,2.5
54,2.55
55,2.5
56,3.0
57,2.5
58,2.1
59,3.5
60,2.4
61,2.7
62,2.1
63,2.2
64,3.0
65,2.8
66,2.4
67,2.9
